entrezgene_id,symbol,pathway,GO_ID
8658,TNKS,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
79441,HAUS3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
54801,HAUS6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
115106,HAUS1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55559,HAUS7,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
93323,HAUS8,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
54930,HAUS4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
57519,STARD9,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
163786,SASS6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4221,MEN1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10614,HEXIM1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7026,NR2F2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5624,APC,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3087,HHEX,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
388324,INCA1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
93649,MYOCD,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
124790,HEXIM2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51654,CDK5RAP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
26524,LATS2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8099,CDK2AP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
134353,LSM11,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
84967,LSM10,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
221035,REEP3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
80346,REEP4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2189,FANCG,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
901,CCNG2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
90381,TICRR,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
64858,DCLRE1B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23481,PES1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3623,INHA,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3659,IRF1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4600,MX2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7249,TSC2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
342977,NANOS3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10399,GNB2L1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
104,ADARB1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2122,MECOM,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1487,CTBP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
329,BIRC2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23246,BOP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9768,KIAA0101,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8930,MED1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
388610,TRNP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
63979,FIGNL1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
65979,PHACTR4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
80712,ESX1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8567,MADD,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9223,BAP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
115426,UHRF2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10634,GAS2L1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
58495,OVOL2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
84707,BEX2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
28996,HIPK2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
80139,ZNF703,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55249,YY1AP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
79075,DSCC1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7161,TP73,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7157,TP53,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
79791,FBXO31,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55159,RFWD3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51065,RPS27L,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8626,TP63,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1956,EGFR,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9361,PIM1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
207,AKT1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6868,ADAM17,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5310,PKD1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23032,USP33,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
54461,FBXW5,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
84861,KLHL22,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4134,MAP4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1499,CTNNB1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10664,CTCF,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8313,AXIN2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10116,FEM1B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
283375,SLC39A5,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
642636,RAD21L1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10201,NME6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10040,TOM1L1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
652,BMP4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
655,BMP7,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
54998,AURKAIP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
25906,ANAPC15,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51451,LCMT1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
247,ALOX15B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
27429,HTRA2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
148327,CREB3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4803,NGF,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4804,NGFR,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3624,INHBA,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
650,BMP2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2113,ETS1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3248,HPGD,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2625,GATA3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6878,TAF6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7709,ZBTB17,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7159,TP53BP2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
864,RUNX3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5796,PTPRK,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6196,RPS6KA2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
27250,PDCD4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
168451,THAP5,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10859,LILRB1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3066,HDAC2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6494,SIPA1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23368,PPP1R13B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
64061,TSPYL2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
26001,RNF167,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
11108,PRDM4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6664,SOX11,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
150280,HORMAD2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55660,PRPF40A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
801,CALM1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
201163,FLCN,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
585,BBS4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
57448,BIRC6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9903,KLHL21,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
153090,DAB2IP,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5524,PPP2R4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8883,NAE1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4194,MDM4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1018,CDK3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5537,PPP6C,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2935,GSPT1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
91,ACVR1B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
997,CDC34,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
586,BCAT1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
90,ACVR1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8453,CUL2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8451,CUL4A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
131405,TRIM71,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51270,TFDP3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
57695,USP37,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
143384,CACUL1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51379,CRLF3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8065,CUL5,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23133,PHF8,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3925,STMN1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
25777,SUN2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4591,TRIM37,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
63901,FAM111A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10200,MPHOSPH6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10198,MPHOSPH9,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
208,AKT2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1020,CDK5,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4760,NEUROD1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
311,ANXA11,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6683,SPAST,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
322,APBB1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3664,IRF6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9092,SART1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5565,PRKAB2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
26959,HBP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8522,GAS7,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2081,ERN1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23645,PPP1R15A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9927,MFN2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4609,MYC,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3458,IFNG,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3467,IFNW1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7057,THBS1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3576,IL8,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6498,SKIL,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3592,IL12A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3593,IL12B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5494,PPM1A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7046,TGFBR1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6657,SOX2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5608,MAP2K6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6300,MAPK12,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5571,PRKAG1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5563,PRKAA2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4291,MLF1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1982,EIF4G2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5604,MAP2K1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4853,NOTCH2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5562,PRKAA1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2621,GAS6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6009,RHEB,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1718,DHCR24,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6794,STK11,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
84897,TBRG1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
92335,STRADA,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
57521,RPTOR,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
133746,JMY,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
127933,UHMK1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7248,TSC1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8850,KAT2B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
323,APBB2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
94241,TP53INP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
580,BARD1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55437,STRADB,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
57060,PCBP4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55544,RBM38,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
81617,CAB39L,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
11180,WDR6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6934,TCF7L2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
54766,BTG4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
53632,PRKAG3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51422,PRKAG2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5325,PLAGL1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51147,ING4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5036,PA2G4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51719,CAB39,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5564,PRKAB1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10617,STAMBP,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8831,RASA1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4628,MYH10,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
9101,USP8,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6711,SPTBN1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
288,ANK3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55165,CEP55,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
26586,CKAP2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3609,ILF3,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3833,KIFC1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3834,KIF25,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6047,RNF4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
26054,SENP6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
23378,RRP8,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4656,MYOG,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
81857,MED25,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2627,GATA6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10514,MYBBP1A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7516,XRCC2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1762,DMWD,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7156,TOP3A,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
283987,DMC1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
201164,PLD6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
66037,BOLL,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8438,RAD54L,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
132625,ZFP42,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51207,DUSP13,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
734,OSGIN2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6872,TAF1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
51499,TRIAP1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4582,MUC1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
835,CASP2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8738,CRADD,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6659,SOX4,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5527,PPP2R5C,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
64326,RFWD2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2765,GML,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55367,PIDD,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
6829,SUPT5H,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
5201,PFDN1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
10309,CCNO,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
1841,DTYMK,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
196,AHR,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
4678,NASP,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2107,ERF,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2873,GPS1,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
2874,GPS2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
8450,CUL4B,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
25975,EGFL6,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
55914,ERBB2IP,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
54737,MPHOSPH8,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
3714,JAG2,Apoptosis/Cell Cycle,"GO:0007049, GO:0006915"
7013,TERF1,Chromatin Modification,GO:0016568
7014,TERF2,Chromatin Modification,GO:0016568
2033,EP300,Chromatin Modification,GO:0016568
9252,RPS6KA5,Chromatin Modification,GO:0016568
8986,RPS6KA4,Chromatin Modification,GO:0016568
3553,IL1B,Chromatin Modification,GO:0016568
5595,MAPK3,Chromatin Modification,GO:0016568
23028,KDM1A,Chromatin Modification,GO:0016568
8242,KDM5C,Chromatin Modification,GO:0016568
221656,KDM1B,Chromatin Modification,GO:0016568
8284,KDM5D,Chromatin Modification,GO:0016568
79697,NO66,Chromatin Modification,GO:0016568
10765,KDM5B,Chromatin Modification,GO:0016568
9682,KDM4A,Chromatin Modification,GO:0016568
84678,KDM2B,Chromatin Modification,GO:0016568
8091,HMGA2,Chromatin Modification,GO:0016568
22893,BAHD1,Chromatin Modification,GO:0016568
377630,USP17L2,Chromatin Modification,GO:0016568
50943,FOXP3,Chromatin Modification,GO:0016568
25942,SIN3A,Chromatin Modification,GO:0016568
1017,CDK2,Chromatin Modification,GO:0016568
7786,MAP3K12,Chromatin Modification,GO:0016568
9031,BAZ1B,Chromatin Modification,GO:0016568
9212,AURKB,Chromatin Modification,GO:0016568
55677,IWS1,Chromatin Modification,GO:0016568
83903,GSG2,Chromatin Modification,GO:0016568
8289,ARID1A,Chromatin Modification,GO:0016568
1111,CHEK1,Chromatin Modification,GO:0016568
57492,ARID1B,Chromatin Modification,GO:0016568
6602,SMARCD1,Chromatin Modification,GO:0016568
8085,KMT2B,Chromatin Modification,GO:0016568
80853,JHDM1D,Chromatin Modification,GO:0016568
23133,PHF8,Chromatin Modification,GO:0016568
8473,OGT,Chromatin Modification,GO:0016568
11143,KAT7,Chromatin Modification,GO:0016568
3054,HCFC1,Chromatin Modification,GO:0016568
11091,WDR5,Chromatin Modification,GO:0016568
79960,PHF17,Chromatin Modification,GO:0016568
284058,KANSL1,Chromatin Modification,GO:0016568
9767,PHF16,Chromatin Modification,GO:0016568
10445,MCRS1,Chromatin Modification,GO:0016568
51230,PHF20,Chromatin Modification,GO:0016568
84148,KAT8,Chromatin Modification,GO:0016568
54934,KANSL2,Chromatin Modification,GO:0016568
64769,MEAF6,Chromatin Modification,GO:0016568
23338,PHF15,Chromatin Modification,GO:0016568
55683,KANSL3,Chromatin Modification,GO:0016568
51147,ING4,Chromatin Modification,GO:0016568
3159,HMGA1,Chromatin Modification,GO:0016568
1029,CDKN2A,Chromatin Modification,GO:0016568
79831,KDM8,Chromatin Modification,GO:0016568
22992,KDM2A,Chromatin Modification,GO:0016568
6622,SNCA,Chromatin Modification,GO:0016568
6418,SET,Chromatin Modification,GO:0016568
1487,CTBP1,Chromatin Modification,GO:0016568
6879,TAF7,Chromatin Modification,GO:0016568
26155,NOC2L,Chromatin Modification,GO:0016568
23411,SIRT1,Chromatin Modification,GO:0016568
3070,HELLS,Chromatin Modification,GO:0016568
10419,PRMT5,Chromatin Modification,GO:0016568
55170,PRMT6,Chromatin Modification,GO:0016568
3276,PRMT1,Chromatin Modification,GO:0016568
7291,TWIST1,Chromatin Modification,GO:0016568
7141,TNP1,Chromatin Modification,GO:0016568
3720,JARID2,Chromatin Modification,GO:0016568
4582,MUC1,Chromatin Modification,GO:0016568
408,ARRB1,Chromatin Modification,GO:0016568
672,BRCA1,Chromatin Modification,GO:0016568
9739,SETD1A,Chromatin Modification,GO:0016568
7403,KDM6A,Chromatin Modification,GO:0016568
4297,KMT2A,Chromatin Modification,GO:0016568
5929,RBBP5,Chromatin Modification,GO:0016568
728505,WDR82,Chromatin Modification,GO:0016568
22976,PAXIP1,Chromatin Modification,GO:0016568
55904,KMT2E,Chromatin Modification,GO:0016568
58508,KMT2C,Chromatin Modification,GO:0016568
84661,DPY30,Chromatin Modification,GO:0016568
30827,CXXC1,Chromatin Modification,GO:0016568
9070,ASH2L,Chromatin Modification,GO:0016568
23067,SETD1B,Chromatin Modification,GO:0016568
83852,SETDB2,Chromatin Modification,GO:0016568
11107,PRDM5,Chromatin Modification,GO:0016568
6045,RNF2,Chromatin Modification,GO:0016568
23210,JMJD6,Chromatin Modification,GO:0016568
7334,UBE2N,Chromatin Modification,GO:0016568
10075,HUWE1,Chromatin Modification,GO:0016568
29128,UHRF1,Chromatin Modification,GO:0016568
23326,USP22,Chromatin Modification,GO:0016568
5252,PHF1,Chromatin Modification,GO:0016568
6830,SUPT6H,Chromatin Modification,GO:0016568
22823,MTF2,Chromatin Modification,GO:0016568
79184,BRCC3,Chromatin Modification,GO:0016568
51720,UIMC1,Chromatin Modification,GO:0016568
27005,USP16,Chromatin Modification,GO:0016568
322,APBB1,Chromatin Modification,GO:0016568
10626,TRIM16,Chromatin Modification,GO:0016568
8089,YEATS4,Chromatin Modification,GO:0016568
86,ACTL6A,Chromatin Modification,GO:0016568
4654,MYOD1,Chromatin Modification,GO:0016568
675,BRCA2,Chromatin Modification,GO:0016568
57634,EP400,Chromatin Modification,GO:0016568
10902,BRD8,Chromatin Modification,GO:0016568
80314,EPC1,Chromatin Modification,GO:0016568
79903,NAA60,Chromatin Modification,GO:0016568
55929,DMAP1,Chromatin Modification,GO:0016568
54556,ING3,Chromatin Modification,GO:0016568
10933,MORF4L1,Chromatin Modification,GO:0016568
51176,LEF1,Chromatin Modification,GO:0016568
10856,RUVBL2,Chromatin Modification,GO:0016568
8607,RUVBL1,Chromatin Modification,GO:0016568
8295,TRRAP,Chromatin Modification,GO:0016568
3717,JAK2,Chromatin Modification,GO:0016568
1786,DNMT1,Chromatin Modification,GO:0016568
1789,DNMT3B,Chromatin Modification,GO:0016568
29117,BRD7,Chromatin Modification,GO:0016568
10891,PPARGC1A,Chromatin Modification,GO:0016568
8467,SMARCA5,Chromatin Modification,GO:0016568
6594,SMARCA1,Chromatin Modification,GO:0016568
6598,SMARCB1,Chromatin Modification,GO:0016568
27443,CECR2,Chromatin Modification,GO:0016568
56916,SMARCAD1,Chromatin Modification,GO:0016568
57680,CHD8,Chromatin Modification,GO:0016568
54880,BCOR,Chromatin Modification,GO:0016568
8841,HDAC3,Chromatin Modification,GO:0016568
6015,RING1,Chromatin Modification,GO:0016568
3065,HDAC1,Chromatin Modification,GO:0016568
84733,CBX2,Chromatin Modification,GO:0016568
6877,TAF5,Chromatin Modification,GO:0016568
80854,SETD7,Chromatin Modification,GO:0016568
83746,L3MBTL2,Chromatin Modification,GO:0016568
83933,HDAC10,Chromatin Modification,GO:0016568
79885,HDAC11,Chromatin Modification,GO:0016568
55869,HDAC8,Chromatin Modification,GO:0016568
79813,EHMT1,Chromatin Modification,GO:0016568
10014,HDAC5,Chromatin Modification,GO:0016568
26013,L3MBTL1,Chromatin Modification,GO:0016568
5460,POU5F1,Chromatin Modification,GO:0016568
4602,MYB,Chromatin Modification,GO:0016568
22938,SNW1,Chromatin Modification,GO:0016568
9646,CTR9,Chromatin Modification,GO:0016568
80349,WDR61,Chromatin Modification,GO:0016568
7175,TPR,Chromatin Modification,GO:0016568
2668,ATF2,Chromatin Modification,GO:0016568
6872,TAF1,Chromatin Modification,GO:0016568
10847,SRCAP,Chromatin Modification,GO:0016568
138474,TAF1L,Chromatin Modification,GO:0016568
23522,KAT6B,Chromatin Modification,GO:0016568
1387,CREBBP,Chromatin Modification,GO:0016568
7994,KAT6A,Chromatin Modification,GO:0016568
10524,KAT5,Chromatin Modification,GO:0016568
26610,ELP4,Chromatin Modification,GO:0016568
51200,CPA4,Chromatin Modification,GO:0016568
9329,GTF3C4,Chromatin Modification,GO:0016568
8202,NCOA3,Chromatin Modification,GO:0016568
